,1.5-1.51.5,1.5-1.51.45,1.45-1.51.45,1.45-1.51.5,1.45-1.51.5,1.45-1.551.5,1.45-1.551.45,1.4-1.551.45,1.4-1.61.45,1.35-1.61.45,1.3-1.61.45,1.3-1.61.4,1.3-1.61.45,1.25-1.61.45,1.25-1.651.45,1.2-1.651.45,1.2-1.651.5,1.2-1.651.55,1.15-1.651.55,1.1-1.651.55,1.1-1.71.55,1.15-1.71.55,1.15-1.71.5,1.2-1.71.5,1.15-1.71.5,1.15-1.71.55,1.15-1.71.6,1.15-1.71.6,1.15-1.751.6,1.1-1.81.6,1.05-1.81.6,1.05-1.81.55,1.0-1.81.55,1.0-1.751.55,1.0-1.71.55,1.0-1.71.6,1.0-1.71.6,1.05-1.71.6,1.05-1.651.6,1.05-1.651.65,1.1-1.651.65,1.1-1.651.65,1.1-1.61.65,1.45-1.51.5,1.45-1.451.5,1.45-1.451.55,1.5-1.451.55,1.5-1.451.6,1.5-1.41.6,1.55-1.41.6,1.55-1.351.6,1.55-1.31.6,1.55-1.31.6,1.6-1.31.6,1.6-1.351.6,1.6-1.351.65,1.6-1.351.7,1.6-1.31.7,1.65-1.31.7,1.65-1.251.7,1.65-1.251.75,1.65-1.21.75,1.6-1.21.75,1.6-1.21.75,1.6-1.21.7,1.6-1.21.65,1.6-1.21.7,1.65-1.21.7,1.7-1.21.7,1.65-1.21.7,1.65-1.151.7,1.65-1.11.7,1.6-1.11.7,1.6-1.051.7,1.6-1.01.7,1.6-0.951.7,1.6-0.951.65,1.65-0.951.65,1.65-1.01.65,1.55-1.01.65,1.6-0.951.7,1.6-0.91.7,1.65-0.91.7,1.65-0.91.65,1.65-0.851.65,1.65-0.81.65,1.75-0.81.65,1.45-1.451.55,1.4-1.451.55,1.35-1.451.55,1.35-1.41.55,1.45-1.41.55,1.35-1.41.55,1.3-1.41.55,1.3-1.41.6,1.3-1.451.6,1.25-1.451.6,1.25-1.51.6,1.2-1.51.6,1.2-1.51.6,1.2-1.51.55,1.2-1.451.55,1.25-1.451.55,1.25-1.41.55,1.3-1.41.6,1.3-1.41.6,1.3-1.351.6,1.3-1.351.55,1.3-1.351.6,1.25-1.351.6,1.25-1.31.6,1.25-1.251.6,1.3-1.251.6,1.3-1.31.6,1.3-1.31.65,1.2-1.31.65,1.25-1.251.65,1.25-1.31.65,1.25-1.31.7,1.25-1.251.7,1.25-1.251.7,1.3-1.251.7,1.3-1.31.7,1.25-1.251.6,1.25-1.21.6,1.25-1.21.65,1.25-1.151.65,1.3-1.151.65,1.35-1.151.65,1.35-1.151.6,1.35-1.151.65,1.35-1.151.7,1.35-1.151.7,1.35-1.151.75,1.35-1.11.75,1.4-1.11.75,1.4-1.051.75,1.4-1.01.75,1.4-1.01.75,1.4-1.01.8,1.4-1.01.8,1.4-1.01.85,1.4-1.051.85,1.45-1.051.85,1.4-1.051.85,1.4-1.01.85,1.35-1.01.85,1.35-1.01.85,1.35-1.051.85,1.35-1.11.85,1.35-1.11.8,1.35-1.051.8,1.35-1.01.8,1.25-1.151.65,1.25-1.151.7,1.3-1.151.7,1.3-1.21.7,1.35-1.21.7,1.35-1.251.7,1.4-1.251.7,1.35-1.251.7,1.35-1.251.75,1.35-1.251.8,1.35-1.31.8,1.35-1.31.75,1.35-1.251.8,1.35-1.251.85,1.4-1.251.85,1.4-1.251.8,1.35-1.251.85,1.35-1.21.85,1.4-1.21.85,1.4-1.251.85,1.4-1.21.85,1.4-1.151.85,1.4-1.151.85,1.4-1.11.85,1.4-1.11.8,1.45-1.11.8,1.45-1.051.8,1.4-1.051.8,1.4-1.051.8,1.25-1.151.7,1.25-1.151.75,1.2-1.151.75,1.2-1.151.8,1.25-1.151.8,1.25-1.21.8,1.25-1.21.85,1.25-1.251.85,1.3-1.251.85,1.25-1.251.85,1.2-1.251.85,1.2-1.251.8,1.2-1.31.8,1.2-1.31.75,1.2-1.251.75,1.2-1.251.75,1.2-1.251.8,1.25-1.251.8,1.2-1.251.85,1.2-1.251.85,1.15-1.251.85,1.2-1.251.85,1.2-1.31.85,1.15-1.31.85,1.2-1.251.85,1.2-1.251.9,1.25-1.251.9,1.25-1.251.95,1.3-1.251.6,1.25-1.151.8,1.3-1.151.8,1.35-1.151.8,1.3-1.151.8,1.3-1.151.85,1.3-1.21.85,1.25-1.21.85,1.25-1.21.85,1.25-1.21.85,1.2-1.21.85,1.2-1.151.85,1.2-1.11.85,1.2-1.11.85,1.2-1.11.8,1.2-1.051.8,1.2-1.151.8,1.2-1.21.8,1.2-1.11.85,1.2-1.11.9,1.2-1.151.8,1.15-1.151.8,1.1-1.151.8,1.15-1.151.8,1.15-1.21.8,1.15-1.151.8,1.15-1.151.75,1.15-1.151.8,1.15-1.151.85,1.15-1.21.85,1.15-1.151.85,1.15-1.11.85,1.15-1.11.8,1.2-1.051.85,1.25-1.151.8,1.2-1.151.8,1.3-1.451.55,1.3-1.21.6,1.25-1.151.6,1.25-1.151.55,1.2-1.151.55,1.2-1.11.55,1.2-1.11.6,1.2-1.151.6,1.25-1.151.6,1.4-1.451.5,1.4-1.41.5,1.35-1.41.5,1.4-1.41.55,1.15-1.11.85,1.1-1.11.85,1.05-1.11.85,1.0-1.11.85,1.05-1.11.85,1.05-1.11.8,1.05-1.11.75,1.05-1.151.75,1.05-1.11.75,1.05-1.11.7,1.0-1.11.7,1.0-1.151.7,0.95-1.151.7,1.0-1.151.7,1.0-1.151.65,1.0-1.151.6,1.0-1.151.55,1.0-1.151.5,1.0-1.21.5,1.0-1.251.5,1.0-1.31.5,1.05-1.31.5,1.05-1.31.5,1.0-1.31.45,1.0-1.31.4,1.05-1.31.4,1.3-1.151.6,1.3-1.151.6,1.25-1.151.85,1.15-1.11.85,1.15-1.11.9,1.15-1.11.9,1.15-1.11.95,1.15-1.12.0,1.15-1.11.95,1.15-1.051.95,1.25-1.251.65,1.3-1.451.55,1.3-1.451.5,1.35-1.51.5,1.35-1.51.45,1.3-1.51.45,1.35-1.451.45,1.3-1.451.5,1.3-1.451.55
,5,1,4,0,3,5,1,3,1,1,5,4,1,3,1,4,4,1,1,3,0,5,0,1,4,4,5,3,3,1,5,1,2,2,4,5,0,2,4,0,1,2,1,2,4,0,4,2,0,2,2,3,0,3,4,4,2,0,2,4,2,1,0,5,5,4,0,0,1,2,2,1,2,2,2,5,0,3,1,4,2,0,5,2,2,0,5,1,1,2,0,1,1,4,3,1,3,1,0,5,2,0,2,0,5,2,5,3,1,2,2,0,3,4,1,2,3,4,2,3,0,3,5,2,4,2,0,0,5,4,4,5,4,2,0,2,2,3,4,5,4,3,0,1,2,1,0,3,3,5,2,2,0,4,0,3,0,3,0,1,4,4,3,5,2,4,0,5,1,2,0,3,2,2,3,2,5,0,2,1,0,1,4,1,4,0,3,4,3,0,1,1,5,3,5,2,3,4,0,4,0,1,0,3,1,2,4,0,4,4,2,0,0,1,4,3,1,0,5,1,2,2,3,5,2,4,3,4,4,2,1,1,0,3,2,5,4,4,3,2,2,5,0,3,5,4,0,2,5,1,2,4,3,0,4,2,1,4,1,1,1,1,0,5,5,3,2,5,1,3,1,0,5,5,5,5,3,3,3,0,1,5,5,0,0,0,1,1,4,5,4,4,5,2,3,2,5,3,5,1,2,4,4,2
0,29.510,35.890,39.282,-1.426,-1.387,-1.330,1.359,-1.290,1.312,1.324,-1.275,1.322,1.336,-1.254,1.271,1.311,1.368,-1.347,-1.346,-1.267,1.282,-1.248,-1.241,-1.239,1.275,1.318,-1.275,-1.219,-1.158,-0.226,-1.131,-1.119,1.177,1.244,1.274,-1.242,1.293,1.373,1.408,1.425,-1.407,1.554,1.517,41.298,41.569,-1.557,1.642,1.709,-1.627,1.717,1.822,-1.721,-1.713,-1.661,1.708,1.767,1.870,-1.727,1.808,1.858,1.940,2.130,-1.972,-2.077,-1.966,2.046,-1.913,-1.760,1.895,1.980,2.001,2.189,2.217,-2.146,2.292,-2.171,-1.984,-1.949,2.271,-2.269,-2.290,-2.038,-1.907,-1.865,-1.801,-1.620,1.628,27.696,24.901,36.473,-1.741,1.819,41.997,42.371,-1.780,1.855,-1.672,1.721,-1.714,-1.644,1.783,-1.764,1.890,-1.861,-1.856,39.294,-2.000,-1.872,37.003,40.982,45.638,-2.528,-2.223,4.185,4.147,2.876,-2.496,4.546,3.086,-2.765,-2.986,-2.618,-2.476,36.669,47.173,48.858,-3.315,-3.131,-2.743,3.095,3.446,-3.072,3.836,4.296,-3.762,4.085,-0.706,-3.935,4.497,-4.137,2.675,-4.613,-3.909,4.569,4.662,10.035,-5.074,6.246,-5.109,-4.852,5.362,5.544,-4.624,51.240,-3.709,-3.259,-3.183,-2.768,-2.647,2.875,3.104,3.231,-2.796,-2.696,3.021,3.403,-3.104,-3.063,3.277,3.942,-3.572,-2.976,3.423,3.854,-3.523,4.233,-3.990,-3.527,3.620,4.406,-3.752,5.298,50.938,49.332,46.857,-3.736,-4.108,4.785,-3.741,-3.664,3.923,3.959,-3.766,-3.100,-2.978,3.501,-2.920,3.820,-3.640,3.960,-3.889,-3.860,3.968,-3.245,3.276,3.879,4.046,-3.859,-3.833,3.647,30.076,-4.982,-4.231,4.973,5.419,-4.192,4.753,-4.311,-4.339,4.930,11.838,38.759,-6.023,-7.586,18.576,14.524,-4.295,4.960,30.628,21.871,-5.494,-4.920,5.412,-4.228,5.584,-4.627,30.748,11.018,-4.581,6.345,8.809,-6.864,7.253,-8.404,-4.628,43.106,-1.661,38.656,-2.613,2.653,2.786,3.201,-2.923,2.987,48.599,1.673,1.723,1.836,34.091,-6.875,-5.626,-4.375,5.235,-4.998,-4.411,-3.690,4.385,-3.804,-3.421,-2.946,-2.808,3.172,-2.871,-2.588,-2.330,-2.151,-2.035,-1.970,-1.847,1.927,-1.896,-1.725,-1.624,1.661,1.703,-2.893,2.974,-6.047,9.180,-8.641,-8.544,-6.871,7.795,12.358,-8.029,3.166,-1.641,-1.535,-1.452,1.479,1.551,1.673,1.722,1.864
